UNIQUE_id,PSYCH_big_five_inventory_neurotic_score,CONNECTION_activities_greeted_neighbour_or_stranger_p3m
cscs_00960,15,Less than monthly
cscs_00961,NA,NA
cscs_00962,NA,A few times a month
cscs_00963,17,Monthly
cscs_00964,NA,A few times a month
cscs_00965,NA,Less than monthly
cscs_00966,15,A few times a week
cscs_00967,NA,NA
cscs_00968,NA,A few times a week
cscs_00969,NA,Daily or almost daily
cscs_00970,NA,NA
cscs_00971,33,A few times a month
cscs_00972,24,A few times a week
cscs_00973,NA,Daily or almost daily
cscs_00974,11,Daily or almost daily
cscs_00975,17,A few times a week
cscs_00977,NA,NA
cscs_00978,NA,A few times a week
cscs_00979,NA,NA
cscs_00980,21,Daily or almost daily
cscs_00981,32,Weekly
cscs_00982,NA,NA
cscs_00983,NA,A few times a month
cscs_00984,20,NA
cscs_00985,NA,Less than monthly
cscs_00986,28,A few times a week
cscs_00987,28,A few times a week
cscs_00988,23,A few times a month
cscs_00990,NA,NA
cscs_00991,30,Daily or almost daily
cscs_00992,21,Daily or almost daily
cscs_00993,NA,NA
cscs_00994,NA,NA
cscs_00995,NA,A few times a month
cscs_00996,NA,NA
cscs_00997,NA,Weekly
cscs_00998,NA,A few times a week
cscs_00999,NA,NA
cscs_01000,NA,NA
cscs_01002,NA,NA
cscs_01003,NA,Daily or almost daily
cscs_01004,NA,NA
cscs_01005,12,NA
cscs_01006,NA,A few times a week
cscs_01007,19,NA
cscs_01008,31,NA
cscs_01009,NA,NA
cscs_01012,NA,A few times a month
cscs_01013,NA,Not in the past three months
cscs_01014,32,Less than monthly
cscs_01015,NA,NA
cscs_01016,NA,NA
cscs_01017,16,Daily or almost daily
cscs_01018,NA,A few times a week
cscs_01019,15,A few times a month
cscs_01020,27,A few times a week
cscs_01021,NA,NA
cscs_01022,NA,Daily or almost daily
cscs_01022,NA,Daily or almost daily
cscs_01023,NA,A few times a month
cscs_01024,NA,NA
cscs_01025,NA,NA
cscs_01026,13,Weekly
cscs_01028,NA,Less than monthly
cscs_01029,NA,NA
cscs_01030,18,NA
cscs_01031,NA,A few times a week
cscs_01032,NA,NA
cscs_01033,NA,Daily or almost daily
cscs_01034,NA,A few times a week
cscs_01034,NA,A few times a week
cscs_01034,NA,A few times a week
cscs_01036,NA,A few times a month
cscs_01037,NA,A few times a week
cscs_01037,NA,A few times a week
cscs_01038,12,A few times a week
cscs_01039,27,A few times a month
cscs_01040,NA,A few times a week
cscs_01041,NA,NA
cscs_01042,NA,A few times a week
cscs_01044,NA,A few times a week
cscs_01045,NA,A few times a week
cscs_01045,NA,A few times a week
cscs_01045,NA,A few times a month
cscs_01046,11,Monthly
cscs_01047,NA,NA
cscs_01048,19,Daily or almost daily
cscs_01049,NA,A few times a month
cscs_01052,14,A few times a week
cscs_01053,NA,Daily or almost daily
cscs_01054,39,A few times a month
cscs_01055,NA,Daily or almost daily
cscs_01055,NA,A few times a week
cscs_01056,NA,NA
cscs_01057,NA,NA
cscs_01058,NA,Daily or almost daily
cscs_01059,NA,Monthly
cscs_01060,NA,NA
cscs_01061,NA,A few times a month
cscs_01063,NA,NA
cscs_01064,NA,A few times a week
cscs_01066,NA,NA
cscs_01067,28,A few times a week
cscs_01068,NA,NA
cscs_01069,NA,Daily or almost daily
cscs_01070,22,A few times a week
cscs_01071,NA,NA
cscs_01072,NA,Weekly
cscs_01073,NA,A few times a month
cscs_01074,NA,NA
cscs_01075,NA,NA
cscs_01076,NA,NA
cscs_01077,29,A few times a month
cscs_01078,NA,Weekly
cscs_01079,NA,NA
cscs_01080,NA,NA
cscs_01081,NA,Daily or almost daily
cscs_01082,NA,Weekly
cscs_01083,NA,A few times a month
cscs_01084,NA,A few times a week
cscs_01085,NA,NA
cscs_01086,20,Daily or almost daily
cscs_01087,25,Daily or almost daily
cscs_01088,NA,Weekly
cscs_01088,NA,Weekly
cscs_01088,NA,A few times a week
cscs_01089,NA,A few times a month
cscs_01090,13,Monthly
cscs_01091,34,Weekly
cscs_01092,25,NA
cscs_01093,NA,NA
cscs_01095,NA,NA
cscs_01096,NA,NA
cscs_01097,NA,Weekly
cscs_01098,NA,A few times a month
cscs_01099,NA,Weekly
cscs_01101,28,A few times a month
cscs_01102,NA,NA
cscs_01103,NA,NA
cscs_01104,NA,Less than monthly
cscs_01105,NA,NA
cscs_01106,NA,NA
cscs_01107,NA,A few times a month
cscs_01109,NA,A few times a month
cscs_01110,NA,A few times a month
cscs_01111,25,Less than monthly
cscs_01112,24,A few times a month
cscs_01113,NA,NA
cscs_01114,NA,NA
cscs_01115,30,Weekly
cscs_01117,NA,Daily or almost daily
cscs_01118,NA,NA
cscs_01119,NA,A few times a month
cscs_01120,NA,NA
cscs_01121,NA,NA
cscs_01122,NA,Daily or almost daily
cscs_01123,NA,NA
cscs_01124,NA,NA
cscs_01125,NA,NA
cscs_01127,30,A few times a month
cscs_01128,NA,NA
cscs_01129,NA,NA
cscs_01130,NA,NA
cscs_01131,NA,A few times a week
cscs_01132,NA,NA
cscs_01133,NA,NA
cscs_01134,NA,NA
cscs_01135,NA,NA
cscs_01136,NA,A few times a month
cscs_01137,13,Daily or almost daily
cscs_01138,NA,NA
cscs_01139,NA,NA
cscs_01140,NA,Not in the past three months
cscs_01141,NA,A few times a week
cscs_01141,NA,Daily or almost daily
cscs_01141,NA,NA
cscs_01142,NA,Monthly
cscs_01143,NA,Daily or almost daily
cscs_01144,NA,NA
cscs_01145,NA,Daily or almost daily
cscs_01145,NA,Daily or almost daily
cscs_01145,NA,Daily or almost daily
cscs_01146,28,Weekly
cscs_01147,NA,Daily or almost daily
cscs_01148,NA,A few times a week
cscs_01148,NA,A few times a week
cscs_01149,NA,A few times a week
cscs_01150,NA,NA
cscs_01151,NA,Daily or almost daily
cscs_01152,NA,A few times a week
cscs_01153,NA,NA
cscs_01154,NA,NA
cscs_01155,NA,NA
cscs_01157,NA,A few times a month
cscs_01158,27,A few times a month
cscs_01159,23,Daily or almost daily
cscs_01160,NA,A few times a week
cscs_01161,NA,Weekly
cscs_01161,NA,A few times a week
cscs_01161,NA,A few times a week
cscs_01162,NA,Weekly
cscs_01163,NA,NA
cscs_01164,NA,Weekly
cscs_01165,NA,NA
cscs_01166,NA,A few times a month
cscs_01168,NA,Daily or almost daily
cscs_01169,NA,Not in the past three months
cscs_01170,34,Less than monthly
cscs_01171,NA,Not in the past three months
cscs_01173,NA,Daily or almost daily
cscs_01174,NA,NA
cscs_01175,NA,Daily or almost daily
cscs_01176,NA,A few times a week
cscs_01177,24,Weekly
cscs_01178,NA,Less than monthly
cscs_01179,NA,Monthly
cscs_01180,NA,NA
cscs_01181,NA,NA
cscs_01182,NA,NA
cscs_01183,22,Weekly
cscs_01184,NA,A few times a week
cscs_01185,NA,NA
cscs_01186,NA,NA
cscs_01187,NA,NA
cscs_01188,13,NA
cscs_01189,NA,Less than monthly
cscs_01190,NA,NA
cscs_01191,NA,NA
cscs_01192,NA,NA
cscs_01193,NA,NA
cscs_01195,26,A few times a week
cscs_01196,NA,NA
cscs_01197,NA,NA
cscs_01198,NA,Daily or almost daily
cscs_01199,NA,A few times a month
cscs_01200,33,A few times a month
cscs_01201,NA,Weekly
cscs_01202,NA,NA
cscs_01203,NA,NA
cscs_01204,NA,Daily or almost daily
cscs_01204,NA,Daily or almost daily
cscs_01204,9,Daily or almost daily
cscs_01204,NA,A few times a week
cscs_01205,NA,NA
cscs_01206,NA,NA
cscs_01207,NA,NA
cscs_01208,NA,NA
cscs_01209,18,NA
cscs_01210,38,Less than monthly
cscs_01211,30,Daily or almost daily
cscs_01212,NA,A few times a week
cscs_01212,NA,A few times a week
cscs_01213,NA,Daily or almost daily
cscs_01214,NA,Daily or almost daily
cscs_01214,NA,Daily or almost daily
cscs_01215,NA,Weekly
cscs_01216,NA,Weekly
cscs_01217,18,Daily or almost daily
cscs_01218,NA,Monthly
cscs_01219,NA,Daily or almost daily
cscs_01220,NA,NA
cscs_01221,NA,NA
cscs_01222,NA,NA
cscs_01223,NA,NA
cscs_01224,NA,NA
cscs_01225,10,Daily or almost daily
cscs_01226,NA,A few times a week
cscs_01227,NA,Monthly
cscs_01228,NA,NA
cscs_01229,NA,NA
cscs_01230,NA,A few times a month
cscs_01232,33,A few times a month
cscs_01233,NA,A few times a week
cscs_01234,21,NA
cscs_01235,27,A few times a week
cscs_01236,NA,Less than monthly
cscs_01237,NA,NA
cscs_01238,NA,A few times a week
cscs_01239,NA,Weekly
cscs_01241,NA,Daily or almost daily
cscs_01242,NA,NA
cscs_01243,NA,A few times a month
cscs_01244,NA,NA
cscs_01245,NA,NA
cscs_01246,NA,NA
cscs_01247,NA,Daily or almost daily
cscs_01248,16,NA
cscs_01249,NA,NA
cscs_01250,NA,Not in the past three months
cscs_01251,NA,NA
cscs_01252,NA,NA
cscs_01253,NA,A few times a month
cscs_01254,22,A few times a week
cscs_01255,NA,NA
cscs_01256,NA,NA
cscs_01257,NA,A few times a week
cscs_01257,NA,Less than monthly
cscs_01257,NA,A few times a month
cscs_01258,NA,NA
cscs_01259,NA,NA
cscs_01260,14,Monthly
cscs_01261,NA,Daily or almost daily
cscs_01263,NA,NA
cscs_01264,NA,NA
cscs_01265,NA,Weekly
cscs_01267,NA,NA
cscs_01268,NA,Weekly
cscs_01269,NA,NA
cscs_01270,NA,Weekly
cscs_01271,NA,NA
cscs_01272,NA,NA
cscs_01273,14,Daily or almost daily
cscs_01274,28,NA
cscs_01275,NA,NA
cscs_01276,NA,NA
cscs_01277,NA,Monthly
cscs_01278,NA,NA
cscs_01279,24,Less than monthly
cscs_01280,NA,Daily or almost daily
cscs_01281,NA,Weekly
cscs_01282,23,A few times a week
cscs_01283,NA,NA
cscs_01284,NA,A few times a month
cscs_01285,NA,Weekly
cscs_01285,NA,A few times a month
cscs_01285,NA,Not in the past three months
cscs_01286,NA,NA
cscs_01288,NA,Daily or almost daily
cscs_01290,NA,A few times a month
cscs_01291,NA,NA
cscs_01292,NA,NA
cscs_01293,NA,NA
cscs_01294,NA,NA
cscs_01295,27,Less than monthly
cscs_01296,NA,NA
cscs_01297,28,A few times a month
cscs_01298,35,Weekly
cscs_01299,NA,NA
cscs_01300,20,Daily or almost daily
cscs_01301,NA,Daily or almost daily
cscs_01302,NA,NA
cscs_01303,NA,NA
cscs_01304,16,A few times a week
cscs_01305,NA,Monthly
cscs_01305,NA,A few times a week
cscs_01305,NA,Monthly
cscs_01306,NA,Not in the past three months
cscs_01307,29,Less than monthly
cscs_01308,NA,NA
cscs_01309,NA,NA
cscs_01310,40,A few times a month
cscs_01311,NA,Daily or almost daily
cscs_01312,NA,NA
cscs_01313,35,Daily or almost daily
cscs_01314,NA,A few times a week
cscs_01316,NA,Daily or almost daily
cscs_01319,NA,NA
cscs_01321,NA,A few times a week
cscs_01322,29,Weekly
cscs_01323,33,Less than monthly
cscs_01324,NA,Daily or almost daily
cscs_01325,NA,NA
cscs_01326,NA,NA
cscs_01326,NA,A few times a week
cscs_01326,NA,Weekly
cscs_01328,NA,NA
cscs_01329,NA,A few times a week
cscs_01330,19,Daily or almost daily
cscs_01331,NA,NA
cscs_01332,NA,Daily or almost daily
cscs_01333,NA,NA
cscs_01334,NA,NA
cscs_01335,NA,Weekly
cscs_01336,NA,NA
cscs_01337,NA,NA
cscs_01339,NA,NA
cscs_01341,NA,A few times a week
cscs_01342,NA,NA
cscs_01343,NA,NA
cscs_01344,NA,A few times a month
cscs_01345,NA,NA
cscs_01346,NA,Weekly
cscs_01347,NA,NA
cscs_01348,NA,A few times a week
cscs_01350,NA,Weekly
cscs_01351,NA,NA
cscs_01352,NA,Less than monthly
cscs_01353,NA,NA
cscs_01354,NA,Daily or almost daily
cscs_01355,NA,NA
cscs_01356,NA,A few times a month
cscs_01357,NA,A few times a week
cscs_01358,33,Daily or almost daily
cscs_01359,NA,A few times a month
cscs_01360,23,NA
cscs_01361,NA,NA
cscs_01362,37,Less than monthly
cscs_01363,NA,A few times a month
cscs_01364,NA,Daily or almost daily
cscs_01365,NA,NA
cscs_01366,NA,A few times a week
cscs_01367,17,Daily or almost daily
cscs_01368,31,Weekly
cscs_01369,NA,Monthly
cscs_01370,18,NA
cscs_01371,NA,NA
cscs_01372,NA,NA
cscs_01373,35,Daily or almost daily
cscs_01374,15,NA
cscs_01375,NA,NA
cscs_01376,NA,NA
cscs_01377,31,Weekly
cscs_01378,NA,NA
cscs_01379,NA,Monthly
cscs_01380,NA,NA
cscs_01381,NA,NA
cscs_01382,NA,Daily or almost daily
cscs_01383,NA,NA
cscs_01385,NA,A few times a month
cscs_01385,NA,Less than monthly
cscs_01387,NA,Daily or almost daily
cscs_01388,21,A few times a week
cscs_01389,NA,A few times a month
cscs_01390,NA,A few times a week
cscs_01391,NA,Daily or almost daily
cscs_01392,31,A few times a week
cscs_01393,NA,NA
cscs_01394,NA,Daily or almost daily
cscs_01395,NA,A few times a week
cscs_01396,NA,NA
cscs_01397,NA,NA
cscs_01398,NA,Daily or almost daily
cscs_01398,23,Daily or almost daily
cscs_01398,NA,Daily or almost daily
cscs_01398,NA,Daily or almost daily
cscs_01399,NA,Less than monthly
cscs_01400,NA,Daily or almost daily
cscs_01401,NA,Weekly
cscs_01401,NA,A few times a week
cscs_01401,NA,Weekly
cscs_01402,NA,NA
cscs_01403,35,Daily or almost daily
cscs_01404,25,NA
cscs_01406,NA,NA
cscs_01407,NA,NA
cscs_01408,NA,NA
cscs_01409,NA,A few times a month
cscs_01410,NA,A few times a month
cscs_01410,NA,Less than monthly
cscs_01411,NA,NA
cscs_01412,NA,NA
cscs_01413,NA,Weekly
cscs_01414,NA,A few times a week
cscs_01414,NA,A few times a week
cscs_01415,NA,Weekly
cscs_01416,NA,NA
cscs_01417,NA,Daily or almost daily
cscs_01418,28,Daily or almost daily
cscs_01419,NA,NA
cscs_01420,18,Daily or almost daily
cscs_01421,NA,NA
cscs_01422,NA,NA
cscs_01423,21,A few times a week
cscs_01424,NA,A few times a month
cscs_01425,NA,NA
cscs_01426,NA,NA
cscs_01427,NA,NA
cscs_01429,NA,NA
cscs_01430,NA,NA
cscs_01431,NA,NA
cscs_01432,29,A few times a month
cscs_01434,NA,Daily or almost daily
cscs_01435,NA,NA
cscs_01436,NA,A few times a week
cscs_01437,NA,NA
cscs_01438,NA,Weekly
cscs_01439,NA,NA
cscs_01440,NA,NA
cscs_01441,NA,Monthly
cscs_01442,NA,Weekly
cscs_01443,21,A few times a month
cscs_01444,NA,NA
cscs_01445,15,Weekly
cscs_01446,NA,NA
cscs_01447,24,A few times a month
cscs_01449,NA,NA
cscs_01451,NA,Less than monthly
cscs_01452,32,Daily or almost daily
cscs_01453,NA,Daily or almost daily
cscs_01454,NA,NA
cscs_01455,NA,NA
cscs_01456,NA,A few times a week
cscs_01457,NA,A few times a week
cscs_01458,NA,NA
cscs_01459,NA,NA
cscs_01460,NA,Weekly
cscs_01461,28,Daily or almost daily
cscs_01462,NA,Weekly
cscs_01463,NA,NA
cscs_01464,NA,Weekly
cscs_01465,26,NA
cscs_01466,NA,NA
cscs_01467,NA,A few times a month
cscs_01468,31,NA
cscs_01469,31,Weekly
cscs_01470,NA,Monthly
cscs_01471,36,NA
cscs_01472,NA,A few times a month
cscs_01473,NA,Monthly
cscs_01474,NA,A few times a month
cscs_01476,NA,Weekly
cscs_01477,NA,NA
cscs_01478,NA,A few times a week
cscs_01479,NA,NA
cscs_01480,NA,Monthly
cscs_01481,19,A few times a week
cscs_01482,NA,NA
cscs_01483,NA,A few times a week
cscs_01483,NA,Daily or almost daily
cscs_01484,10,Daily or almost daily
cscs_01485,NA,NA
cscs_01486,NA,NA
cscs_01487,NA,NA
cscs_01489,24,A few times a month
cscs_01490,NA,NA
cscs_01492,23,Daily or almost daily
cscs_01493,NA,NA
cscs_01494,NA,NA
cscs_01495,28,NA
cscs_01496,NA,NA
cscs_01497,NA,NA
cscs_01498,21,A few times a week
cscs_01499,23,A few times a month
cscs_01500,NA,NA
cscs_01501,15,Daily or almost daily
cscs_01502,NA,NA
cscs_01503,NA,Monthly
cscs_01504,NA,NA
cscs_01505,NA,NA
cscs_01506,NA,A few times a month
cscs_01507,NA,NA
cscs_01508,NA,NA
cscs_01509,NA,NA
cscs_01511,NA,Monthly
cscs_01513,22,NA
cscs_01515,NA,Daily or almost daily
cscs_01516,21,Daily or almost daily
cscs_01517,NA,Less than monthly
cscs_01518,28,NA
cscs_01519,NA,A few times a month
cscs_01520,NA,NA
cscs_01521,NA,NA
cscs_01522,NA,Not in the past three months
cscs_01523,30,Daily or almost daily
cscs_01524,NA,Weekly
cscs_01526,NA,Daily or almost daily
cscs_01527,25,NA
cscs_01528,NA,A few times a week
cscs_01529,NA,Daily or almost daily
cscs_01530,NA,NA
cscs_01531,34,NA
cscs_01532,NA,NA
cscs_01535,NA,Monthly
cscs_01536,NA,A few times a week
cscs_01537,NA,NA
cscs_01538,23,Weekly
cscs_01539,NA,NA
cscs_01540,NA,NA
cscs_01541,9,Daily or almost daily
cscs_01542,NA,Daily or almost daily
cscs_01543,NA,NA
cscs_01544,NA,A few times a month
cscs_01545,NA,NA
cscs_01546,NA,Daily or almost daily
cscs_01547,NA,Less than monthly
cscs_01549,NA,A few times a month
cscs_01550,NA,NA
cscs_01552,31,Monthly
cscs_01553,NA,NA
cscs_01554,NA,NA
cscs_01555,NA,NA
cscs_01556,29,NA
cscs_01558,NA,NA
cscs_01559,30,NA
cscs_01560,NA,Less than monthly
cscs_01561,27,Daily or almost daily
cscs_01562,NA,NA
cscs_01563,NA,NA
cscs_01564,NA,NA
cscs_01565,24,Daily or almost daily
cscs_01567,26,Less than monthly
cscs_01568,NA,Daily or almost daily
cscs_01569,30,A few times a month
cscs_01570,NA,NA
cscs_01571,NA,A few times a week
cscs_01572,NA,A few times a week
cscs_01574,32,NA
cscs_01575,NA,NA
cscs_01576,NA,A few times a month
cscs_01577,27,A few times a week
cscs_01578,NA,Monthly
cscs_01579,NA,NA
cscs_01580,NA,A few times a week
cscs_01581,NA,A few times a week
cscs_01582,NA,A few times a month
cscs_01583,NA,Weekly
cscs_01584,25,A few times a week
cscs_01585,NA,NA
cscs_01586,NA,NA
cscs_01587,NA,Weekly
cscs_01588,NA,NA
cscs_01589,22,Daily or almost daily
cscs_01590,NA,NA
cscs_01591,NA,NA
cscs_01592,NA,Daily or almost daily
cscs_01593,NA,A few times a month
cscs_01594,NA,NA
cscs_01595,35,Monthly
cscs_01597,NA,Monthly
cscs_01597,NA,Monthly
cscs_01597,NA,Monthly
cscs_01598,31,Weekly
cscs_01599,NA,Weekly
cscs_01600,NA,NA
cscs_01601,NA,Less than monthly
cscs_01602,NA,NA
cscs_01603,NA,A few times a week
cscs_01604,16,NA
cscs_01605,NA,NA
cscs_01606,NA,NA
cscs_01607,NA,Weekly
cscs_01609,NA,NA
cscs_01610,NA,Less than monthly
cscs_01611,NA,NA
cscs_01613,NA,A few times a month
cscs_01613,NA,Monthly
cscs_01613,NA,Less than monthly
cscs_01614,NA,NA
cscs_01615,NA,A few times a month
cscs_01616,NA,A few times a week
cscs_01617,NA,Monthly
cscs_01618,NA,Daily or almost daily
cscs_01618,NA,Daily or almost daily
cscs_01619,34,A few times a week
cscs_01620,NA,A few times a week
cscs_01622,15,A few times a month
cscs_01623,20,Daily or almost daily
cscs_01625,NA,NA
cscs_01626,28,Daily or almost daily
cscs_01627,NA,Weekly
cscs_01628,18,Daily or almost daily
cscs_01629,NA,Daily or almost daily
cscs_01630,NA,NA
cscs_01631,25,A few times a month
cscs_01632,NA,A few times a week
cscs_01633,NA,NA
cscs_01634,NA,NA
cscs_01635,24,Daily or almost daily
cscs_01636,36,A few times a month
cscs_01638,NA,Weekly
cscs_01639,NA,A few times a month
cscs_01640,NA,Daily or almost daily
cscs_01641,NA,Daily or almost daily
cscs_01642,NA,NA
cscs_01643,NA,Daily or almost daily
cscs_01644,25,Weekly
cscs_01645,NA,NA
cscs_01646,17,A few times a month
cscs_01647,NA,NA
cscs_01648,NA,Monthly
cscs_01649,NA,NA
cscs_01650,NA,NA
cscs_01651,NA,Monthly
cscs_01652,NA,NA
cscs_01653,NA,NA
cscs_01654,NA,A few times a month
cscs_01655,NA,NA
cscs_01657,NA,Not in the past three months
cscs_01658,NA,A few times a month
cscs_01659,NA,NA
cscs_01660,23,Daily or almost daily
cscs_01661,24,NA
cscs_01662,NA,NA
cscs_01663,NA,A few times a month
cscs_01664,27,A few times a month
cscs_01665,NA,NA
cscs_01666,NA,NA
cscs_01667,NA,NA
cscs_01669,NA,NA
cscs_01670,NA,NA
cscs_01671,NA,A few times a month
cscs_01672,NA,Daily or almost daily
cscs_01673,NA,Daily or almost daily
cscs_01674,NA,NA
cscs_01675,NA,Daily or almost daily
cscs_01676,NA,A few times a week
cscs_01677,NA,NA
cscs_01678,NA,NA
cscs_01679,NA,Daily or almost daily
cscs_01681,NA,NA
cscs_01682,34,A few times a week
cscs_01683,NA,A few times a month
cscs_01683,NA,Monthly
cscs_01683,NA,Weekly
cscs_01684,35,Weekly
cscs_01685,NA,NA
cscs_01686,23,NA
cscs_01687,NA,Weekly
cscs_01688,NA,NA
cscs_01689,NA,Weekly
cscs_01689,NA,Weekly
cscs_01690,NA,NA
cscs_01691,NA,NA
cscs_01692,NA,NA
cscs_01693,NA,NA
cscs_01694,NA,Monthly
cscs_01695,NA,Monthly
cscs_01696,NA,NA
cscs_01697,NA,NA
cscs_01697,NA,Not in the past three months
cscs_01697,NA,Less than monthly
cscs_01698,NA,NA
cscs_01699,27,Less than monthly
cscs_01700,NA,NA
cscs_01701,NA,NA
cscs_01702,NA,A few times a week
cscs_01703,38,Less than monthly
cscs_01704,NA,A few times a month
cscs_01705,NA,A few times a month
cscs_01706,NA,Daily or almost daily
cscs_01708,NA,A few times a month
cscs_01709,NA,NA
cscs_01710,NA,NA
cscs_01711,11,A few times a month
cscs_01712,NA,Weekly
cscs_01712,NA,A few times a month
cscs_01712,NA,A few times a month
cscs_01713,NA,A few times a month
cscs_01714,NA,NA
cscs_01715,35,Weekly
cscs_01716,NA,A few times a month
cscs_01717,25,Daily or almost daily
cscs_01718,NA,A few times a month
cscs_01719,NA,NA
cscs_01720,NA,NA
cscs_01721,NA,NA
cscs_01723,NA,NA
cscs_01724,NA,NA
cscs_01725,NA,Less than monthly
cscs_01726,14,NA
cscs_01727,NA,NA
cscs_01728,NA,NA
cscs_01729,NA,NA
cscs_01730,NA,NA
cscs_01731,NA,NA
cscs_01732,NA,Less than monthly
cscs_01732,NA,Less than monthly
cscs_01732,NA,Less than monthly
cscs_01733,NA,NA
cscs_01734,NA,Daily or almost daily
cscs_01735,18,NA
cscs_01736,NA,Less than monthly
cscs_01737,NA,A few times a month
cscs_01738,NA,Daily or almost daily
cscs_01739,NA,Daily or almost daily
cscs_01739,NA,A few times a week
cscs_01739,NA,Daily or almost daily
cscs_01741,26,Less than monthly
cscs_01742,32,Less than monthly
cscs_01743,NA,Less than monthly
cscs_01744,NA,NA
cscs_01745,NA,Weekly
cscs_01746,NA,NA
cscs_01747,NA,NA
cscs_01748,19,Daily or almost daily
cscs_01749,NA,Weekly
cscs_01750,NA,A few times a month
cscs_01750,NA,Weekly
cscs_01750,NA,Less than monthly
cscs_01751,32,Less than monthly
cscs_01752,39,A few times a week
cscs_01753,NA,NA
cscs_01754,NA,A few times a month
cscs_01755,26,Daily or almost daily
